Make,Model,Injury.Severity,Aircraft.damage,Total.Serious.Injuries,Total.Fatal.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Investigation.Type,Engine.Type
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Bellanca,17-30A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Hughes,369HS,Non-Fatal,Minor,1.0,0.0,2.0,VMC,Standing,Accident,Reciprocating
Bell,206B,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Climb,Accident,Turbo Shaft
Cessna,170B,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,172P,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,C337,Fatal(1),Minor,0.0,1.0,3.0,VMC,Approach,Accident,Reciprocating
Piper,PA-12,Non-Fatal,Destroyed,1.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Mooney,M20J,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Approach,Accident,Reciprocating
Beech,B95,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Taxi,Accident,Reciprocating
Piper,PA-28R-201T,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Taxi,Accident,Reciprocating
Cessna,441,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Climb,Accident,Turbo Prop
Boeing,75,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Cessna,150M,Non-Fatal,Minor,0.0,0.0,2.0,VMC,Standing,Accident,Reciprocating
Piper,PA-32RT-300T,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-22,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Beech,D-45 (T-34),Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,182RG,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,172I,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,310J,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,180,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Bell,206L-1,Non-Fatal,Substantial,1.0,0.0,1.0,VMC,Takeoff,Accident,Turbo Shaft
Hughes,369D,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Cruise,Accident,Turbo Shaft
Piper,PA-34-200,Incident,Minor,0.0,0.0,2.0,VMC,Landing,Incident,Reciprocating
Cessna,172N,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Hughes,269B,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,195B,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Mooney,231,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28R-201T,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,172C,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Standing,Accident,Reciprocating
Bell,206B-11,Fatal(4),Destroyed,0.0,4.0,0.0,VMC,Maneuvering,Accident,Turbo Shaft
Cessna,150G,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,58,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28R-201,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Piper,PA-31-350,Non-Fatal,Substantial,1.0,0.0,2.0,VMC,Climb,Accident,Reciprocating
Hughes,369D,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Maneuvering,Accident,Turbo Shaft
Piper,PA-28-236,Fatal(4),Destroyed,0.0,4.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,PA-23-250,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Standing,Accident,Reciprocating
Piper,J3C-65,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,182H,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Boeing,747-122,Non-Fatal,Substantial,2.0,0.0,371.0,VMC,Takeoff,Accident,Turbo Fan
Cessna,U206,Fatal(3),Destroyed,0.0,3.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-11,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,PA-36-300,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,175,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Mooney,M20J,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Approach,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Bellanca,17-31ATC,Fatal(1),Substantial,1.0,1.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Beech,A23,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Piper,PA-28-180,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-18A 150,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-32R-301T,Fatal(3),Destroyed,0.0,3.0,0.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-18-150,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,182P,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,185F,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-28RT-201,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,172P,Non-Fatal,Destroyed,0.0,0.0,0.0,IMC,Approach,Accident,Reciprocating
Piper,PA-32R-301T,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,180J,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28RT-201T,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,J5A,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Mooney,M20J,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172K,Non-Fatal,Substantial,1.0,0.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,310N,Fatal(5),Destroyed,1.0,5.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,182D,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Descent,Accident,Reciprocating
Cessna,150H,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,170B,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,207,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28-181,Fatal(3),Destroyed,0.0,3.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-34-200T,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Cruise,Accident,Reciprocating
Beech,A36,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Descent,Accident,Reciprocating
Beech,M35,Non-Fatal,Destroyed,2.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,T210N,Non-Fatal,Substantial,0.0,0.0,3.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-28RT-201T,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-32RT-300T,Non-Fatal,Destroyed,3.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,182H,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-22-135,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Go-around,Accident,Reciprocating
Cessna,210,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,172G,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,172M,Fatal(2),Destroyed,1.0,2.0,0.0,VMC,Climb,Accident,Reciprocating
Mooney,M20F,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150E,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Beech,E35,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Go-around,Accident,Reciprocating
Cessna,172P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,PA-28,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,CHEROKEE 140-C,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,305A,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Go-around,Accident,Reciprocating
Piper,J-3,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28RT-201,Non-Fatal,Destroyed,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Cessna,172P,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Piper,PA-32-300,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Piper,PA-32R-301,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Piper,PA-22,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Substantial,0.0,0.0,5.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-185-135,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Bell,47G-3B-2,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Mooney,M20J,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,172A,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,P206,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,182P,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Bell,206B,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Turbo Shaft
Bell,206B-III,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Turbo Shaft
Beech,C24R,Incident,Minor,0.0,0.0,2.0,VMC,Cruise,Incident,Reciprocating
Cessna,172M,Non-Fatal,Destroyed,1.0,0.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,421B,Non-Fatal,Substantial,0.0,0.0,5.0,IMC,Approach,Accident,Reciprocating
Cessna,T303,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Hughes,269C,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,150,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,310R,Non-Fatal,Substantial,0.0,0.0,3.0,IMC,Landing,Accident,Reciprocating
Cessna,310R,Non-Fatal,Substantial,0.0,0.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,150,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,182H,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-12,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,175,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,414,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-24-250,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Takeoff,Accident,Reciprocating
Beech,C24R,Non-Fatal,Destroyed,1.0,0.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,182B,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Cruise,Accident,Reciprocating
Beech,V35B,Non-Fatal,Substantial,0.0,0.0,0.0,IMC,Descent,Accident,Reciprocating
Cessna,P210N,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Approach,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,402C,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Boeing,727-251,Incident,Minor,0.0,0.0,99.0,VMC,Cruise,Incident,Turbo Fan
Cessna,T310R,Non-Fatal,Substantial,0.0,0.0,2.0,IMC,Approach,Accident,Reciprocating
Cessna,182J,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Bell,205A-1,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Turbo Shaft
Beech,58,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Approach,Accident,Reciprocating
Beech,N35,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Descent,Accident,Reciprocating
Cessna,172C,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,185,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Cessna,182RG,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Beech,A36,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Taxi,Accident,Reciprocating
Bell,47D1,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Mooney,M20J,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,T-210G,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Hughes,269C,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,177,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Hughes,369D,Non-Fatal,Substantial,0.0,0.0,2.0,IMC,Cruise,Accident,Turbo Shaft
Piper,PA-44-180,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,150F,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA28-151,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Beech,B-60,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Beech,C23,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Reciprocating
Cessna,150C,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,C23,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Grumman,AA-5B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
